id,revenue
3001,2644513.8909130194
3002,841756.0742959251
3003,7171366.581436627
3004,5835324.680249093
3005,1645666.7755885036
3006,1904296.3453695094
3007,1492274.178842471
3008,41891188.100802384
3009,30036730.920159116
3010,419857479.75564945
3011,284256.2234824616
3012,97797.91445271729
3013,21519021.17056691
3014,403535.10717513354
3015,19451199.59186416
3016,99903.53774107445
3017,89314942.92169778
3018,120662346.87385093
3019,14901717.6936737
3020,452443935.0712405
3021,30428896.9697968
3022,24543788.82193454
3023,89559.12053411006
3024,10627119.451930394
3025,269065.35003714316
3026,95122371.73640735
3027,5798463.371871293
3028,107253488.12333383
3029,49381.01237805254
3030,16047302.366328306
3031,2778515.4120721295
3032,3456148.641991371
3033,51645.92340431277
3034,114973.04591970536
3035,759490.7910524895
3036,23982262.349320047
3037,39812533.6188246
3038,21812373.991711136
3039,3651050.4477703217
3040,682289.628793459
3041,16543350.537854323
3042,2891339.6957819317
3043,5586871.425804052
3044,1490158.2743636125
3045,773203613.0748285
3046,1339989.109447224
3047,1929027.929648663
3048,22806783.96880146
3049,38521653.669363976
3050,46500292.76729474
3051,22476.382075419464
3052,11930596.083887711
3053,172111.7445853373
3054,73511.62286953376
3055,55994447.48305097
3056,138868.85939973476
3057,15469035.96732367
3058,290298860.1277752
3059,1151328.1652706172
3060,82445393.43591997
3061,32161311.470600918
3062,13583854.460235018
3063,8915902.717066033
3064,33176122.92552925
3065,38419418.92373933
3066,31606337.565695424
3067,330082.11641583324
3068,113485999.26628374
3069,332461580.6137989
3070,644389.5287277459
3071,2373767.1632252135
3072,419325591.26685333
3073,1600618.7182683006
3074,752693.943267186
3075,72700251.15514024
3076,70387956.63737345
3077,3512102.7646708614
3078,78564140.34908491
3079,41612930.825806744
3080,192524952.40388128
3081,20201878.15606132
3082,2383529.497688758
3083,6950558.505783083
3084,38312.47405165511
3085,6345245.986085557
3086,61747512.3346468
3087,120355.15200116493
3088,559591.0846992773
3089,114974.40174147139
3090,52957909.424184486
3091,11680944.249272864
3092,3409450.306864344
3093,258006639.5463821
3094,194025349.4497482
3095,46964545.748938784
3096,3514028.425276109
3097,526578767.7621605
3098,28062557.609087627
3099,49245907.13613476
3100,3678485.004607183
3101,11725570.600733798
3102,330807.9436409424
3103,439267.2531989419
3104,1649870.694332346
3105,53388757.32501848
3106,56069546.07592716
3107,31501678.767428484
3108,11531386.816754455
3109,11721523.014845207
3110,463186108.3038168
3111,4456136.102591133
3112,184655.17101215772
3113,4211874.840958454
3114,17319076.56902357
3115,16011533.08959115
3116,4596318.2070315825
3117,156358.55566242617
3118,248958.61410428476
3119,415347221.6501796
3120,28823259.496651545
3121,208301.41987654564
3122,5359436.571631597
3123,12385837.580781896
3124,1397976.9053223077
3125,561353.2158603257
3126,41176677.92852855
3127,3941956.1351842303
3128,25168804.33191342
3129,197558217.69059515
3130,13646050.087917432
3131,819736.8358334774
3132,5648760.9641264025
3133,272173.6833621683
3134,11295423.293867646
3135,1579823.2346624753
3136,4765640.241269492
3137,36372516.802409194
3138,986393.5328142972
3139,18043382.425419487
3140,127110993.28950328
3141,8938187.802202405
3142,666803.8167709446
3143,224491003.60293368
3144,3621305.243735335
3145,887378.310915471
3146,1487699.9165537513
3147,9570971.583815444
3148,412471.33843591163
3149,10082159.258231774
3150,52168722.27075706
3151,5757518.317755589
3152,14935772.430200525
3153,568689.1067684776
3154,2919125.601942697
3155,19452046.48944742
3156,6010879.450134066
3157,17252319.113398034
3158,151859222.7786387
3159,6045703.561537877
3160,10541329.497018524
3161,234565.44444252684
3162,1417027.4953202812
3163,165923791.73498267
3164,2118672.126028784
3165,84440.8524669592
3166,172003.62982277194
3167,74509907.41841678
3168,282414.3591092165
3169,23570995.70793744
3170,9020925.470940601
3171,19003810.31636939
3172,27650963.31821952
3173,480575.1096631876
3174,480803.29704753985
3175,4665789.42560096
3176,28135461.869481664
3177,124552849.83771707
3178,1868764.0263564312
3179,4529883.492283802
3180,456140.44269186293
3181,287962.07953413436
3182,161737186.29186735
3183,26285403.216450945
3184,28291320.21862655
3185,70979172.8308003
3186,65504427.54449844
3187,10382425.839957139
3188,6295378.561517783
3189,116996156.00634374
3190,24423562.098404873
3191,6036615.9652353395
3192,1622142.5461950847
3193,185327286.7343431
3194,41600841.728641
3195,122231.55610813569
3196,9583339.05814666
3197,992311.5770724099
3198,6886580.232350021
3199,291882172.19012034
3200,8603918.15562293
3201,1863883.448652533
3202,4960679.147244526
3203,1545497.7043711124
3204,2335989.8536007265
3205,772776.973911677
3206,34730203.9274513
3207,57510148.79169544
3208,1168596.5938500587
3209,2500160.0046409327
3210,706350072.0288843
3211,1020774.4745233168
3212,71971062.62147315
3213,35402972.74037095
3214,3465650.5745207197
3215,2760859.019621679
3216,7211535.296335427
3217,429036952.7771808
3218,1184039.7289896572
3219,145756.96141178606
3220,96040356.53345332
3221,12754215.590316882
3222,252102.6603898535
3223,30734987.495433256
3224,35227.25699502674
3225,3251219.983043621
3226,12516613.234374365
3227,79610243.01011075
3228,88556118.13783675
3229,135379882.6079127
3230,13606515.22760992
3231,32596174.73786942
3232,15006516.990143428
3233,2032214.958134537
3234,3844448.2693967284
3235,374001.1939496537
3236,70054.3265023178
3237,16325282.19570288
3238,1616170.1321730826
3239,63566.898473165355
3240,291395016.40469694
3241,2395588.2965834066
3242,5896239.444319607
3243,4943865.049691768
3244,1356868.1668162737
3245,196693.06166520555
3246,11760360.79670425
3247,12718460.046729745
3248,63020542.131062835
3249,37940278.612915836
3250,502299197.8984306
3251,572485.0837307532
3252,13423829.06002627
3253,100940060.78239945
3254,1156322.7142097473
3255,139504.89222561568
3256,5901428.061374765
3257,6097961.7786244955
3258,7031257.060216055
3259,23396599.047255874
3260,942125.6598989504
