id,revenue
3001,3210750.1044046716
3002,649268.1341440872
3003,10653071.009058068
3004,7929631.085663025
3005,801162.4631882416
3006,1811252.2900185753
3007,1233713.4288012632
3008,46009192.827285215
3009,25544896.127549216
3010,379316104.0418038
3011,134878.25852637007
3012,87786.94883935591
3013,28978052.482997444
3014,240986.34728696148
3015,21202515.612237997
3016,119864.34301321719
3017,93378469.64400871
3018,154329174.77418873
3019,22474808.072964508
3020,673170691.2833053
3021,32360372.28450981
3022,20213338.673740525
3023,44232.36878280174
3024,6217218.795742734
3025,212950.0721551487
3026,102889701.32094236
3027,4660210.436910719
3028,117122157.47627021
3029,48466.369899727004
3030,15063902.302866377
3031,3130797.810433921
3032,3812376.562539559
3033,15663.750935313166
3034,62016.47276404
3035,682339.6453620006
3036,49020708.16035099
3037,36593069.200781316
3038,32474791.051998723
3039,4556461.774433871
3040,392509.6606076016
3041,28809385.489497323
3042,2814577.3287117514
3043,5943095.035680562
3044,899042.0306006771
3045,624131866.004643
3046,1760701.593426844
3047,397107.2302108226
3048,26596711.590459105
3049,38203008.638578765
3050,41578815.22641941
3051,9448.064926207326
3052,16830846.383944813
3053,144867.4235219439
3054,129185.26444308595
3055,49261234.603252165
3056,81293.99894690681
3057,8398050.72368713
3058,265869861.04460546
3059,1259237.002315243
3060,91157812.87344381
3061,44239350.732163675
3062,14961188.844890801
3063,3741711.445365063
3064,20394696.60795796
3065,49543941.811378
3066,42447878.20725824
3067,125215.40079888326
3068,97337851.14461288
3069,284708938.3818463
3070,476164.70481378934
3071,3434237.955849624
3072,677801479.0804297
3073,1585143.0499422546
3074,399329.8208647741
3075,88713104.26809372
3076,117418449.18779963
3077,5413398.625424766
3078,92935105.61305656
3079,42617154.012858234
3080,150967302.77628556
3081,16713066.376242612
3082,2048665.221546601
3083,9133653.022631451
3084,4605.2689378372
3085,9378998.18648967
3086,99160907.21692085
3087,155053.43996169697
3088,1092202.5877445415
3089,77435.47254258142
3090,48309791.106752925
3091,8722031.330089308
3092,8492927.82038299
3093,239117051.4132681
3094,158960357.20436835
3095,34839391.085567825
3096,1490752.6416283974
3097,707759192.6600393
3098,29781524.658908945
3099,37725315.58098344
3100,6284127.906641425
3101,15020391.86007334
3102,355175.57782125677
3103,1912232.4342801652
3104,1908150.16853529
3105,53354480.26700076
3106,47892123.89106684
3107,30275870.09188229
3108,9172523.637486637
3109,23102315.896116108
3110,534401386.97588617
3111,4470491.657470216
3112,74884.25680958813
3113,3656927.0840817792
3114,24339695.878282007
3115,19845209.79165285
3116,2963718.882410812
3117,217449.9261363028
3118,284410.7410577127
3119,438288584.07477343
3120,33973702.750145815
3121,108540.94449201394
3122,4564486.202106542
3123,19199621.737600084
3124,1684554.5562350694
3125,227551.56227306582
3126,37129485.60986298
3127,4278129.309871646
3128,22804674.257122546
3129,274279370.9094111
3130,9671753.56546435
3131,521408.22990481975
3132,6107164.615035151
3133,378835.5151925608
3134,5396829.1111116735
3135,2499744.5657163295
3136,2525551.532914029
3137,24008317.45965973
3138,384209.63914965035
3139,11696560.722893544
3140,154068534.15324494
3141,11078062.883284919
3142,666783.9462055766
3143,282610019.2914777
3144,5922904.649624534
3145,892527.7021056545
3146,2747765.407086483
3147,9542041.268946761
3148,545886.0798696539
3149,6310116.023631283
3150,46367450.96553386
3151,6963732.432810331
3152,38985873.56204642
3153,600124.7387930923
3154,4793761.051382124
3155,27122639.139154293
3156,5827974.125819808
3157,25380897.844041057
3158,203660710.23044315
3159,7360562.13370542
3160,10068698.237054786
3161,224037.08321338473
3162,667406.117802143
3163,121267517.30862488
3164,2468202.7371468428
3165,82448.79434580535
3166,581386.7861751735
3167,75002612.4169578
3168,177951.3125624553
3169,18364688.88881827
3170,14468613.73319703
3171,15762138.050653338
3172,28314615.771023694
3173,305226.57598662225
3174,989264.3918901829
3175,1383410.661829949
3176,49872594.284548044
3177,102803538.96126597
3178,843472.0834317562
3179,7603501.521094719
3180,396839.579388041
3181,129516.2313190883
3182,174647813.3919423
3183,34416676.13060422
3184,32402925.916735407
3185,77558667.57128234
3186,43397941.88142842
3187,10060849.308943281
3188,8229261.4384603845
3189,107395637.08169225
3190,16178775.563008944
3191,9117917.233757166
3192,1575908.691852828
3193,154516725.89781123
3194,39253410.05790605
3195,92647.08520383056
3196,5952645.380544721
3197,1015235.8104761216
3198,21273338.426309906
3199,269572909.5168641
3200,16103471.845437804
3201,2691552.053220145
3202,6645359.053464932
3203,1606206.541597359
3204,3981745.560192747
3205,1090586.4003580597
3206,41368286.86361558
3207,60855208.20580315
3208,1145496.7246787108
3209,4649009.240765199
3210,737866266.4191213
3211,1153847.3265413556
3212,74362630.27229811
3213,19656656.30736466
3214,2414977.4856705433
3215,2000208.9799872888
3216,5037433.352816531
3217,332034526.34218496
3218,792427.2502437993
3219,92069.0914979967
3220,133347883.4033224
3221,25343063.6592497
3222,336748.3903396708
3223,27555067.6662367
3224,90051.65975071542
3225,5966453.517771338
3226,15037468.371635856
3227,81930029.01844989
3228,54526250.29209906
3229,134860308.3423404
3230,27094379.124936644
3231,31187130.94526346
3232,20258970.55584896
3233,1862754.972565636
3234,4536722.039221664
3235,652220.9903428284
3236,35361.3554191579
3237,15440213.447853222
3238,1422926.640156036
3239,83702.48573981386
3240,246263729.08799985
3241,2797145.9292037166
3242,7612010.8032407
3243,5600115.753877626
3244,796434.7664430644
3245,235354.93774276946
3246,10509028.631204126
3247,8896404.993560882
3248,62606217.3165099
3249,33929224.97027476
3250,540414173.6928718
3251,283742.7819024789
3252,16564081.728366937
3253,112848266.42285632
3254,940548.0313244843
3255,72203.01156761654
3256,4713414.223333754
3257,4572152.103147185
3258,5560195.636464689
3259,21552933.132794723
3260,2086389.5077856386
3261,522386914.99164283
3262,4523003.091699148
3263,26957.715886704103
3264,135468.48739657534
3265,33491.28177762843
3266,119296.81044710494
3267,37408200.244675115
3268,532312.3804191587
3269,29040801.127772253
3270,38631003.78835219
3271,2346530.4329714314
3272,6230498.568463942
3273,33666881.25154186
3274,408830639.84867805
3275,9555164.70927192
3276,39408.682159590055
3277,4692814.681438952
3278,22597595.769806445
3279,7853668.882830294
3280,421301729.9019026
3281,58661.39598565088
3282,5052157.622592712
3283,236960453.65902007
3284,29140871.715248756
3285,66506079.62437692
3286,200813.44139382814
3287,2088607.0053304285
3288,6510951.715363606
3289,87737492.23214254
3290,32592363.10525507
3291,73239446.15776074
3292,203291164.32798144
3293,53513265.30025611
3294,3273829.319806557
3295,12876191.813467624
3296,777694.5082442377
3297,1731982.0066036875
3298,44379273.80752528
3299,2288545.335279381
3300,39755391.830536924
3301,89544.3088243173
3302,13974011.054641781
3303,1092522.4581724626
3304,5346968.906013713
3305,36733366.406183995
3306,670815.1761733136
3307,18403044.37317035
3308,12199100.20946274
3309,663928.2727890149
3310,6217282.7435542485
3311,1972463.7817453782
3312,385952.714751187
3313,44833800.32031938
3314,18148866.590772916
3315,53265346.97793635
3316,30536078.692768633
3317,292030.9484861587
3318,34166.502680877646
3319,9570110.330936851
3320,7033198.499959655
3321,3522399.7701803427
3322,940858.6860729052
3323,168210275.94229224
3324,3280786.8770821765
3325,152957563.84629545
3326,390878007.61943865
3327,40056467.00285033
3328,21581357.761882287
3329,4976952.335841557
3330,157690800.27400377
3331,1991120.470004559
3332,127673865.1747939
3333,242774082.4343451
3334,3233296.3002403774
3335,27003544.182649713
3336,3547584.8592198654
3337,33929.2781028541
3338,17560448.7306842
3339,491791.976419205
3340,112685338.88915914
3341,3276649.1065800437
3342,62343685.619818605
3343,117692802.4745799
3344,573127.0832678205
3345,1465353.463599103
3346,27952060.346277703
3347,126503.26875745357
3348,16901991.42071365
3349,86791958.88219947
3350,338658445.5494047
3351,10639038.97222899
3352,2447213.4168879953
3353,80347010.83499792
3354,2753944.903208825
3355,4910361.690680177
3356,5159706.130832358
3357,3230625.732432994
3358,22981039.794504795
3359,19393162.041191373
3360,10477953.223200317
3361,84007564.97891048
3362,2883006.066595895
3363,2556626.4123989926
3364,21795579.400287412
3365,182133.25275040232
3366,103055788.49669497
3367,114514907.87025306
3368,1485592.9696620237
3369,28517370.04152169
3370,72335121.13444749
3371,111061189.92644781
3372,36277534.465111345
3373,49014767.19325015
3374,6589831.628272187
3375,60271655.62115904
3376,25340263.483294446
3377,11316899.166285941
3378,8566456.732236695
3379,181698445.78300765
3380,37857911.870024405
3381,1756303.0627355813
3382,90170.20696072123
3383,1198347.6468000978
3384,15568970.11403436
3385,60218638.63625187
3386,736621.0742891286
3387,2999003.2575506163
3388,153437563.9100636
3389,673002995.8150295
3390,4132659.0491705574
3391,10797145.766164567
3392,19872237.24742235
3393,7935119.09239788
3394,20530552.49842073
3395,137281431.57803118
3396,11106733.52005118
3397,228794.093094931
3398,415906880.9232387
3399,78925954.02127054
3400,6326977.233550236
3401,3568928.411122888
3402,208728.3012160907
3403,59196758.464940645
3404,12439843.635952068
3405,8489827.680004988
3406,35275203.100378916
3407,202412667.04002884
3408,23905146.187503435
3409,382735.57809299574
3410,26972460.221628644
3411,100051274.9876345
3412,11217683.999420997
3413,8140602.854624356
3414,763189.2903097363
3415,4165685.8092953917
3416,41710499.3819803
3417,126132661.15517062
3418,75224413.91277525
3419,272202700.88945055
3420,1048890.945489534
3421,10611950.481775286
3422,1678700.9766845421
3423,552039089.3264835
3424,81707.22480722856
3425,1466121.7107992712
3426,16745964.578428416
3427,48004774.26685714
3428,1237618.395052142
3429,44369850.091158986
3430,594331014.7828891
3431,2853654.0939612384
3432,6517538.912623556
3433,13909125.124091243
3434,3063968.763040899
3435,300585343.96687627
3436,221620522.07957548
3437,2790352.6273398404
3438,9133329.103988102
3439,44337512.27569506
3440,31216334.91504947
3441,83106451.66610116
3442,1156816.9891681073
3443,1019425.8211407815
3444,55909.32855071701
3445,93774666.52340321
3446,950480.9627751518
3447,6879149.802673628
3448,19483530.820416767
3449,9528998.295001104
3450,119435348.29056801
3451,19067604.05210531
3452,41056279.224450804
3453,72020917.67943008
3454,36408097.93573779
3455,3176203.8244280936
3456,74045933.09719442
3457,17736059.430665445
3458,22146855.34348497
3459,666776052.1468403
3460,36621680.62755163
3461,4747547.289409117
3462,14607807.468828801
3463,54638270.74215769
3464,133988.6816727744
3465,47078594.66638702
3466,22597844.583222028
3467,19279801.93413263
3468,118339718.51730886
3469,903398.3867483858
3470,85084.026782914
3471,41171684.767917916
3472,344126.7829031079
3473,29376464.182252996
3474,36713291.670706674
3475,235847087.88891095
3476,9269733.068508714
3477,12384396.064440401
3478,7680557.667038765
3479,157864320.13224193
3480,9222494.453351011
3481,4677649.027392344
3482,5796145.867392841
3483,52071.94967430416
3484,2808803.934149756
3485,88046544.03661634
3486,15204361.215083461
3487,59178627.88776162
3488,75069602.96549545
